component_id,replacement_date,occurrence,category,subcategory,component,tracking,method,life_years,life_months,current_cost,future_cost,source_page,replacement_year
0,2035-07-01,1,Asphalt,Overlay,Asphalt Mill and Overlay,Logistical,One Time,15,180,60000.0,79452.01,60,2035
1,2035-07-01,1,Asphalt,Overlay,Asphalt Mill and Overlay,Logistical,One Time,15,180,60000.0,79452.01,60,2035
2,2035-07-01,1,Asphalt,Overlay,Asphalt Mill and Overlay,Logistical,One Time,15,180,60000.0,79452.01,60,2035
3,2035-07-01,1,Asphalt,Overlay,Asphalt Mill and Overlay,Logistical,One Time,15,180,60000.0,79452.01,60,2035
4,2035-07-01,1,Asphalt,Overlay,Asphalt Mill and Overlay,Logistical,One Time,15,180,60000.0,79452.01,60,2035
5,2026-07-01,1,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,One Time,3,36,50000.0,50744.46,59,2026
6,2029-07-01,1,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,One Time,3,36,25000.0,27724.92,59,2029
7,2038-07-01,1,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,36174.73,59,2038
7,2041-07-01,2,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,39529.11,59,2041
7,2044-07-01,3,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,43194.52,59,2044
7,2047-07-01,4,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,47199.82,59,2047
7,2050-07-01,5,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,51576.52,59,2050
7,2053-07-01,6,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,56359.05,59,2053
7,2056-07-01,7,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,61585.06,59,2056
7,2059-07-01,8,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,67295.66,59,2059
7,2062-07-01,9,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,73535.78,59,2062
7,2065-07-01,10,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,80354.53,59,2065
7,2068-07-01,11,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,87805.57,59,2068
7,2071-07-01,12,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,95947.52,59,2071
7,2074-07-01,13,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,104844.44,59,2074
7,2077-07-01,14,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,114566.35,59,2077
7,2080-07-01,15,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,125189.75,59,2080
7,2083-07-01,16,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,136798.21,59,2083
8,2051-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,254994.3,61,2051
8,2081-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,618938.1,61,2081
9,2052-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,262644.13,61,2052
9,2082-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,637506.24,61,2082
10,2053-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,270523.46,61,2053
10,2083-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,656631.43,61,2083
11,2054-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,278639.16,61,2054
11,2084-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,676330.37,61,2084
12,2055-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,286998.33,61,2055
12,2085-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,696620.28,61,2085
13,2040-07-01,1,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,One Time,5,60,40000.0,61404.44,62,2040
14,2045-07-01,1,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,One Time,5,60,40000.0,71184.57,62,2045
15,2056-07-01,1,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,98536.09,62,2056
15,2061-07-01,2,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,114230.34,62,2061
15,2066-07-01,3,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,132424.27,62,2066
15,2071-07-01,4,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,153516.02,62,2071
15,2076-07-01,5,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,177967.15,62,2076
15,2081-07-01,6,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,206312.7,62,2081
16,2026-07-01,1,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,7611.67,148,2026
16,2034-07-01,2,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,9642.23,148,2034
16,2042-07-01,3,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,12214.49,148,2042
16,2050-07-01,4,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,15472.96,148,2050
16,2058-07-01,5,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,19600.68,148,2058
16,2066-07-01,6,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,24829.55,148,2066
16,2074-07-01,7,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,31453.33,148,2074
16,2082-07-01,8,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,39844.14,148,2082
17,2028-07-01,1,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,3230.09,154,2028
17,2036-07-01,2,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,4091.78,154,2036
17,2044-07-01,3,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,5183.34,154,2044
17,2052-07-01,4,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,6566.1,154,2052
17,2060-07-01,5,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,8317.74,154,2060
17,2068-07-01,6,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,10536.67,154,2068
17,2076-07-01,7,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,13347.54,154,2076
17,2084-07-01,8,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,16908.26,154,2084
18,2026-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,58356.13,64,2026
18,2046-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,105397.66,64,2046
18,2066-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,190359.89,64,2066
19,2027-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,60106.81,64,2027
19,2047-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,108559.59,64,2047
19,2067-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,196070.69,64,2067
20,2028-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,61910.01,64,2028
20,2048-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,111816.37,64,2048
20,2068-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,201952.81,64,2068
21,2029-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,63767.32,64,2029
21,2049-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,115170.86,64,2049
21,2069-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,208011.39,64,2069
22,2030-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,65680.33,64,2030
22,2050-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,118625.99,64,2050
22,2070-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,214251.73,64,2070
23,2031-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,67650.74,64,2031
23,2051-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,122184.77,64,2051
23,2071-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,220679.29,64,2071
24,2028-07-01,1,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,16150.44,121,2028
24,2035-07-01,2,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,19863.0,121,2035
24,2042-07-01,3,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,24428.99,121,2042
24,2049-07-01,4,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,30044.57,121,2049
24,2056-07-01,5,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,36951.04,121,2056
24,2063-07-01,6,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,45445.11,121,2063
24,2070-07-01,7,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,55891.76,121,2070
24,2077-07-01,8,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,68739.81,121,2077
24,2084-07-01,9,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,84541.3,121,2084
25,2028-07-01,1,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,26917.4,156,2028
25,2033-07-01,2,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,31204.64,156,2033
25,2038-07-01,3,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,36174.73,156,2038
25,2043-07-01,4,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,41936.43,156,2043
25,2048-07-01,5,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,48615.81,156,2048
25,2053-07-01,6,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,56359.05,156,2053
25,2058-07-01,7,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,65335.59,156,2058
25,2063-07-01,8,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,75741.85,156,2063
25,2068-07-01,9,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,87805.57,156,2068
25,2073-07-01,10,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,101790.72,156,2073
25,2078-07-01,11,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,118003.34,156,2078
25,2083-07-01,12,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,136798.21,156,2083
26,2026-07-01,1,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,10148.89,102,2026
26,2029-07-01,2,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,11089.97,102,2029
26,2032-07-01,3,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,12118.31,102,2032
26,2035-07-01,4,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,13242.0,102,2035
26,2038-07-01,5,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,14469.89,102,2038
26,2041-07-01,6,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,15811.64,102,2041
26,2044-07-01,7,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,17277.81,102,2044
26,2047-07-01,8,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,18879.93,102,2047
26,2050-07-01,9,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,20630.61,102,2050
26,2053-07-01,10,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,22543.62,102,2053
26,2056-07-01,11,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,24634.02,102,2056
26,2059-07-01,12,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,26918.26,102,2059
26,2062-07-01,13,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,29414.31,102,2062
26,2065-07-01,14,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,32141.81,102,2065
26,2068-07-01,15,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,35122.23,102,2068
26,2071-07-01,16,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,38379.01,102,2071
26,2074-07-01,17,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,41937.78,102,2074
26,2077-07-01,18,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,45826.54,102,2077
26,2080-07-01,19,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,50075.9,102,2080
26,2083-07-01,20,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,54719.29,102,2083
27,2026-07-01,1,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,5074.45,104,2026
27,2029-07-01,2,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,5544.98,104,2029
27,2032-07-01,3,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,6059.15,104,2032
27,2035-07-01,4,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,6621.0,104,2035
27,2038-07-01,5,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,7234.95,104,2038
27,2041-07-01,6,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,7905.82,104,2041
27,2044-07-01,7,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,8638.9,104,2044
27,2047-07-01,8,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,9439.96,104,2047
27,2050-07-01,9,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,10315.3,104,2050
27,2053-07-01,10,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,11271.81,104,2053
27,2056-07-01,11,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,12317.01,104,2056
27,2059-07-01,12,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,13459.13,104,2059
27,2062-07-01,13,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,14707.16,104,2062
27,2065-07-01,14,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,16070.91,104,2065
27,2068-07-01,15,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,17561.11,104,2068
27,2071-07-01,16,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,19189.5,104,2071
27,2074-07-01,17,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,20968.89,104,2074
27,2077-07-01,18,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,22913.27,104,2077
27,2080-07-01,19,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,25037.95,104,2080
27,2083-07-01,20,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,27359.64,104,2083
28,2044-07-01,1,Concrete,Pool,Pool Area Concrete Deck,Logistical,Fixed,25,300,19104.0,33007.53,128,2044
28,2069-07-01,2,Concrete,Pool,Pool Area Concrete Deck,Logistical,Fixed,25,300,19104.0,69110.43,128,2069
29,2035-07-01,1,Doors-Windows,Renovation,Raise and Replace Windows,Logistical,One Time,30,360,17233.0,22819.94,Board Plan,2035
30,2036-07-01,1,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,6819.63,79,2036
30,2046-07-01,2,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,9165.01,79,2046
30,2056-07-01,3,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,12317.01,79,2056
30,2066-07-01,4,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,16553.03,79,2066
30,2076-07-01,5,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,22245.89,79,2076
31,2036-07-01,1,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,6137.67,100,2036
31,2046-07-01,2,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,8248.51,100,2046
31,2056-07-01,3,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,11085.31,100,2056
31,2066-07-01,4,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,14897.73,100,2066
31,2076-07-01,5,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,20021.3,100,2076
32,2036-07-01,1,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,5455.7,95,2036
32,2046-07-01,2,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,7332.01,95,2046
32,2056-07-01,3,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,9853.61,95,2056
32,2066-07-01,4,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,13242.43,95,2066
32,2076-07-01,5,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,17796.71,95,2076
33,2036-07-01,1,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,1363.93,80,2036
33,2046-07-01,2,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,1833.0,80,2046
33,2056-07-01,3,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,2463.4,80,2056
33,2066-07-01,4,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,3310.61,80,2066
33,2076-07-01,5,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,4449.18,80,2076
34,2036-07-01,1,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,4773.74,87,2036
34,2046-07-01,2,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,6415.51,87,2046
34,2056-07-01,3,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,8621.91,87,2056
34,2066-07-01,4,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,11587.12,87,2066
34,2076-07-01,5,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,15572.13,87,2076
35,2036-07-01,1,Equipment,Mail,Mail Boxes,Logistical,Fixed,25,300,10000.0,13639.26,120,2036
35,2061-07-01,2,Equipment,Mail,Mail Boxes,Logistical,Fixed,25,300,10000.0,28557.58,120,2061
36,2036-07-01,1,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,3409.82,134,2036
36,2051-07-01,2,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,5312.38,134,2051
36,2066-07-01,3,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,8276.52,134,2066
36,2081-07-01,4,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,12894.54,134,2081
37,2028-07-01,1,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,3100.88,136,2028
37,2040-07-01,2,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,4421.12,136,2040
37,2052-07-01,3,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,6303.46,136,2052
37,2064-07-01,4,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,8987.23,136,2064
37,2076-07-01,5,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,12813.63,136,2076
38,2031-07-01,1,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,1529.5,137,2031
38,2046-07-01,2,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,2382.9,137,2046
38,2061-07-01,3,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,3712.49,137,2061
38,2076-07-01,4,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,5783.93,137,2076
39,2028-07-01,1,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,3230.09,138,2028
39,2043-07-01,2,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,5032.37,138,2043
39,2058-07-01,3,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,7840.27,138,2058
39,2073-07-01,4,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,12214.89,138,2073
40,2030-07-01,1,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,1713.4,139,2030
40,2037-07-01,2,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,2107.27,139,2037
40,2044-07-01,3,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,2591.67,139,2044
40,2051-07-01,4,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,3187.43,139,2051
40,2058-07-01,5,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,3920.14,139,2058
40,2065-07-01,6,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,4821.27,139,2065
40,2072-07-01,7,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,5929.56,139,2072
40,2079-07-01,8,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,7292.61,139,2079
